,network,campaign,country_code,install,cost,rev_14,event_date,rev_30
755,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Dominican Republic,206,1.2800000000000002,4.343999999999998,82,4.824300000000002
756,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Ecuador,351,2.640000000000001,8.392800000000003,89,9.823599999999997
757,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Egypt,903,3.600000000000002,18.575499999999998,92,20.658700000000003
758,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),El Salvador,180,1.8200000000000007,3.3110000000000004,79,3.5504
759,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Estonia,1,0.0,0.0233,1,0.0233
760,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Fiji,3,0.02,0.1388,3,0.146
761,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),France,2,0.0,0.316,2,0.322
762,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),French Polynesia,2,0.01,0.1303,2,0.1303
763,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Georgia,27,0.13,1.1667,23,1.3104999999999998
764,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Greece,217,3.560000000000001,8.7444,82,9.572699999999998
765,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Guadeloupe,1,0.0,0.0002,1,0.0002
766,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Guatemala,29,0.16999999999999998,0.5253000000000001,26,0.598
767,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Guinea,1,0.0,0.03,1,0.0343
768,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Guyana,4,0.04,0.1271,3,0.1357
769,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Honduras,28,0.13999999999999999,0.7253,21,0.7488
770,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Hungary,8,0.12000000000000001,0.5659,8,0.6336999999999999
771,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),India,138,0.23000000000000004,2.8262,59,3.0359000000000003
772,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Ireland,1,0.0,0.0369,1,0.0369
773,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Israel,128,1.3500000000000005,12.649199999999999,70,14.091000000000003
774,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Jamaica,40,0.26,0.8490999999999999,30,0.8496
775,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Japan,1,0.0,0.3175,1,0.3203
776,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Jordan,51,0.21000000000000005,0.8781000000000002,35,0.9445000000000002
777,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Kazakhstan,2549,12.5,67.63,92,72.54260000000001
778,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Kyrgyzstan,117,0.33000000000000007,1.9415000000000007,58,2.0614
779,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Lao People's Democratic Republic,58,0.22999999999999995,0.9545999999999998,38,1.0314999999999999
780,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Latvia,236,3.4000000000000012,9.444700000000003,83,10.494600000000002
781,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Lebanon,66,0.30000000000000004,1.5742,44,1.6139999999999997
782,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Libya,36,0.16999999999999998,0.4497,29,0.4944
783,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Lithuania,362,5.240000000000001,19.582,88,21.289199999999994
784,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),"Macedonia, The Former Yugoslav Republic Of",117,0.9000000000000004,3.1394999999999986,66,3.466799999999999
785,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Madagascar,1,0.01,0.0059,1,0.0059
786,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Maldives,3,0.01,0.07200000000000001,3,0.07200000000000001
787,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Mali,1,0.0,0.0062,1,0.0062
788,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Marshall Islands,1,0.0,0.0177,1,0.0177
789,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Moldova,40,0.10999999999999999,1.3655999999999997,33,1.4467999999999996
790,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Mongolia,161,0.4700000000000001,2.8559,70,3.075200000000001
791,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Montenegro,5,0.02,0.1276,5,0.1281
792,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Morocco,62,0.25000000000000006,1.4436000000000004,43,1.4669000000000003
793,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Myanmar,550,3.480000000000001,15.262700000000008,92,15.932500000000003
794,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Namibia,1,0.0,0.0683,1,0.0683
795,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Nepal,259,1.0100000000000002,3.906400000000001,80,4.105
796,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Netherlands,1,0.0,1.4435,1,1.4435
797,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Nicaragua,24,0.12000000000000001,0.4636000000000001,18,0.47820000000000007
798,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Norway,1,0.0,0.0146,1,0.0146
799,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Oman,113,1.26,3.9357999999999995,66,4.224600000000001
800,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Pakistan,461,1.2500000000000004,8.5629,90,9.368700000000002
801,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),"Palestinian Territory, Occupied",758,4.58,12.6023,92,13.672000000000002
802,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Panama,47,0.36,1.4642000000000002,33,1.7313999999999998
803,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Paraguay,19,0.09999999999999999,0.39790000000000003,16,0.4645
804,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Peru,128,0.6200000000000001,4.0726,60,4.6099
805,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Reunion,5,0.04,0.1483,5,0.16910000000000003
806,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Russia,2,0.0,0.025,2,0.025
807,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Saudi Arabia,37,0.32,4.7459999999999996,28,5.4168
808,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Senegal,1,0.01,0.024,1,0.024
809,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Serbia,208,1.5400000000000005,6.290400000000002,83,6.930800000000002
810,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Sierra Leone,1,0.0,0.066,1,0.066
811,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Singapore,6,0.0,1.223,5,1.223
812,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Slovakia,89,1.2600000000000002,4.470699999999999,56,4.725599999999998
813,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Slovenia,1,0.01,0.0512,1,0.0515
814,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Sri Lanka,5,0.03,0.1646,5,0.1646
815,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Sudan,5,0.01,0.049600000000000005,5,0.049600000000000005
816,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Suriname,2,0.0,0.0568,2,0.0568
817,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Tajikistan,120,0.5800000000000001,2.1719,70,2.2266999999999997
818,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Trinidad And Tobago,5,0.01,0.23729999999999998,5,0.23729999999999998
819,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Tunisia,21,0.09,0.7402000000000001,19,0.7619
820,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),United States,6,0.0,0.7283999999999999,5,0.7299999999999999
821,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Uruguay,10,0.060000000000000005,0.2814,9,0.28459999999999996
822,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Uzbekistan,1577,7.7799999999999985,26.404200000000003,92,27.890300000000003
823,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),"Venezuela, Bolivarian Republic Of",32,0.18000000000000002,0.49799999999999994,25,0.5463
824,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Yemen,3,0.0,0.028,3,0.028
825,unity_ads,CPI_tier 4_161021 (616a819f7a7faf3d08420401),Zambia,4,0.02,0.11860000000000001,4,0.1337
826,unity_ads,ROAS tier 1_210321 (62382d97c178061f1508c6d8),Canada,216,29.937400000000007,100.85759999999996,78,106.94679999999998
827,unity_ads,ROAS tier 1_210321 (62382d97c178061f1508c6d8),France,141,9.082999999999998,21.294300000000007,67,24.543399999999995
828,unity_ads,ROAS tier 1_210321 (62382d97c178061f1508c6d8),Germany,350,34.0166,76.6037,84,82.24479999999998
829,unity_ads,ROAS tier 1_210321 (62382d97c178061f1508c6d8),Hong Kong,85,13.592700000000002,32.815999999999995,50,36.785
830,unity_ads,ROAS tier 1_210321 (62382d97c178061f1508c6d8),"Iran, Islamic Republic Of",20,0.0,0.4537,16,0.45549999999999996
831,unity_ads,ROAS tier 1_210321 (62382d97c178061f1508c6d8),Japan,80,9.2981,43.264300000000006,41,48.687099999999994
832,unity_ads,ROAS tier 1_210321 (62382d97c178061f1508c6d8),Russia,1,0.0,0.0692,1,0.0692
833,unity_ads,ROAS tier 1_210321 (62382d97c178061f1508c6d8),South Korea,713,53.2365,294.8554999999999,91,324.55379999999985
834,unity_ads,ROAS tier 1_210321 (62382d97c178061f1508c6d8),Turkey,1,0.0,0.0776,1,0.0776
835,unity_ads,ROAS tier 1_210321 (62382d97c178061f1508c6d8),United Kingdom,268,23.5432,76.39030000000002,72,86.57320000000003
836,unity_ads,ROAS_Tier 2_241121 (619d9b85b4312a453ca0c2e5),Belgium,109,8.3592,14.921,58,15.676900000000002
837,unity_ads,ROAS_Tier 2_241121 (619d9b85b4312a453ca0c2e5),Indonesia,2,0.0,0.45089999999999997,2,0.45089999999999997
838,unity_ads,ROAS_Tier 2_241121 (619d9b85b4312a453ca0c2e5),Italy,374,11.566,28.239600000000003,89,31.293900000000008
839,unity_ads,ROAS_Tier 2_241121 (619d9b85b4312a453ca0c2e5),Myanmar,2,0.0,0.1849,2,0.1849
840,unity_ads,ROAS_Tier 2_241121 (619d9b85b4312a453ca0c2e5),Singapore,48,2.5373,12.2504,37,15.1404
841,unity_ads,ROAS_Tier 2_241121 (619d9b85b4312a453ca0c2e5),Spain,423,13.615300000000001,31.188399999999998,83,33.832800000000006
842,unity_ads,ROAS_US_210321 (619da2fce087585b42ec420f),Bangladesh,1,0.0,0.0092,1,0.0098
843,unity_ads,ROAS_US_210321 (619da2fce087585b42ec420f),Bulgaria,1,0.0,0.0221,1,0.0221
844,unity_ads,ROAS_US_210321 (619da2fce087585b42ec420f),Indonesia,1,0.0,0.3349,1,0.3349
845,unity_ads,ROAS_US_210321 (619da2fce087585b42ec420f),Mexico,1,0.0,0.4728,1,0.4728
846,unity_ads,ROAS_US_210321 (619da2fce087585b42ec420f),United States,1647,433.59530000000007,959.5082999999997,92,1039.2681
